,Number,Caption,Like,URL
613,614,"Photo by @hannahreyesmorales | Talap Zamanbol, aged 14 at the time, poses for a portrait with her eagle in Mongolia. She is part of a generation of nomads keeping an ancient tradition alive in a world being altered by technology. Zamanbol learned how to hunt with eagles from her  grandfather, whose eagle she inherited after he died. When teaching her to hunt, he always uttering the words, ‘My granddaughter will someday be an eagle huntress.’ Out of custom and love, the birds are eventually released back into the wild. Zamanbol was 13 when she let her first eagle go, the one she'd inherited from her grandfather. Her family slaughtered a sheep for the occasion. She then tied a white ribbon around the bird’s leg, went up to the mountains, and bid the eagle farewell. “I was sad,” Zamanbol said, “but I wanted her to be free.”

Follow me @hannahreyesmorales for more stories from Asia and beyond.",78878,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355418826_3553408418235856_5487792253540223148_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=gSbyNiRk5lkAX83ZWVn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDwdaL0IJvIXJQB-QDLu-yaczmmQm-iybFHmxn024lZRQ&oe=65D7E718&_nc_sid=bc0c2c
614,615,"Photo by @stevewinterphoto | Finding tigers can be a test of patience, but the reward of being in the presence of this mystical creature makes all the hours of driving and waiting disappear—and being one with nature is all that remains. As we drove around India's Bandhavgarh Tiger Reserve, we listened for the telltale alarm calls from the deer or monkeys. Then the silence was broken. With a piercing call from a sambar—two of them fly over us and into the forest—we see a tiger walking in the distance and settling into a blanket of bamboo leaves.",58032,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355430127_225396936978174_2120450747178474345_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=ocIpZalodawAX8i0LBZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCCahbthqRvPV0gT5lU12qJrDV1UEV2g94sTxjhs9zwcg&oe=65D69F10&_nc_sid=bc0c2c
615,616,"The two people in the world who have spent the most time exploring and documenting the Titanic are Nat Geo Explorers at Large James Cameron and Bob Ballard. In an exclusive interview, the deep-sea explorers shared their reactions to the Titan tragedy. Read more at the link in bio.

Photograph by OceanGate Expeditions",136595,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355824879_651355083168552_8220140002624500620_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=-4FuvaQYXUwAX_PJl-I&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCB4_1xpRYBrDJNoj5D9CRRAGOLz49MuqCPAcxFM-CLJg&oe=65D778A6&_nc_sid=bc0c2c
616,617,"Photo by @ismailferdous | In the heart of New York City, an enchanting scene on Orchard Beach, in the Bronx borough, captures the essence of summertime. For more photos follow me @ismailferdous.",72088,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355450973_303505235343205_2349657570474716949_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=LfTRTxj-NGgAX8JTzfw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAtQhUDhg3C0pllNpVGdiFq2eKrvp37T2Qwnui4hy18OA&oe=65D79542&_nc_sid=bc0c2c
617,618,"Photo by @daviddoubilet | Indonesian marine scientist Nesha Ichida prepares to release a juvenile zebra shark named Kathlyn into a patrolled marine protected area in Wayag Lagoon, Raja Ampat Islands. Zebra sharks used to thrive here before overfishing wiped out the species.

ReShark, a growing global conservation coalition, is putting sharks back into the sea. The network of aquariums it partners with provides zebra shark eggs that are shipped by air and sea to two nurseries in Raja Ampat. The embryos grow and emerge from their eggs as baby sharks called pups. When they’re able to fend for themselves and grow large enough to fend off predators, they’re released into their future to rebuild the population. Read more about this story, “A Wild Plan,” in National Geographic’s July issue or at the link in bio. And follow @daviddoubilet to explore the planet’s oceans.",81771,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355427248_1273831446856114_8198309607888987142_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-ixqk_HT1hwAX9RP0W5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfATW-UK3PR8NdcJPrskQXpefp_qkN3dgqrGUy6PoBMwlQ&oe=65D7B0B9&_nc_sid=bc0c2c
618,619,"In the summer of 2014, the ALS Ice Bucket Challenge quite literally drenched the internet, quickly becoming what is now considered the largest social media movement in medical history. The viral challenge's success continues to be felt today with new gene discoveries, more treatment options, and improved care—researchers say they're closer than ever to finding a cure for the disease. Learn more at the link in bio.

Photograph by Chang W. Lee, The New York Times/Redux",151836,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355819220_1444284426346055_3512726736921399745_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=QjXBenA81xQAX8GN82_&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAGCZgk5lGFbdqyz_3rR9F_TcNV1riPR_xwSQ2uAIzgdg&oe=65D7DC1E&_nc_sid=bc0c2c
619,620,"Photo by @mattiasklumofficial | The king of bites! With a mind-boggling 3,700 pounds per square inch of bite force, crocodiles deliver a stronger crunch than lions. They simply leave the competition in the dust. This Nile crocodile, photographed in Selous, Tanzania, will eventually measure more than four meters (14 ft) long. Relative to their enormous size, it's no wonder their large and powerful jaws are among the world's deadliest traps. Visit me @mattiasklumofficial for more images.",76587,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355862072_286632257174077_5182871823676544162_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=c3LVsZJ84lAAX-Ob3eM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVjj3UghJQarIZxJKtYcACroaug2-QdTVrgKwz7c7zmA&oe=65D65BAE&_nc_sid=bc0c2c
620,621,"Photo by @jasperdoest | At the Balaju Bridge in Kathmandu, 52-year-old Rupak Darshan visits daily to feed the crows and stray dogs. Having faced a life of hardship, including job loss and sexual abuse incidents that left him HIV-positive, Darshan finds solace and comfort in this place. “I understand the plight of the dogs as only a person who has faced such difficulties can truly know how it feels,” he says. Amid the chaos of Nepal’s capital city, Darshan and the dogs find peace together: “These dogs are my only family.” Follow me @jasperdoest for more on the relationship between humankind and nature",40913,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356086347_828508218895087_4823287371384771267_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=0ee3qlBljrMAX9u7OAx&edm=APU89FABAAAA&ccb=7-5&oh=00_AfClpgiP42ddxDp5xOxouaeuAB6ApKz-IEBsvn5gpfiHJQ&oe=65D6FD72&_nc_sid=bc0c2c
621,622,"Warmer springs and longer summers mean a longer tick season. Several U.S. health officials are already warning of a particularly bad year for ticks. Learn how to keep them away, what to do if you find a tick on you, how to identify a tick bite, and more at the link in bio.

Photograph by Roman Willi, Nature Picture Library",207362,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/354855276_935709561057695_6668659708707564008_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Zl7o4OyCCC4AX9o69h-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBuDlVU-aKDVCBYwyjwgkVVhpUPKxyi_IlXHuq-K-jxTQ&oe=65D7F7FF&_nc_sid=bc0c2c
622,623,"Photo by @kiliiiyuyan | I’m on assignment in Greenland, where narwhals come when the sea ice retreats to feed and give birth to their calves deep in fjords. The light was golden around midnight during the 24-hour daylight of polar summer. 

Narwhals have been hunted by the Inughuit here for millennia, and today hunters continue the tradition within a quota management system designed to ensure the narwhal population remains healthy. The region’s wildlife is prolific due to both excellent management and an open-water area fed by currents and upwelling known as the North Water Polynya. The polynya creates an incredible habitat for narwhals and walruses as well as the polar bears and people that depend on them.  Follow me @kiliiiyuyan for more from the Arctic and beyond.",75113,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/355874369_561838079253020_1142787231549946174_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=C4UGAcoCi5UAX82MlZ-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBAeOoNmhbyOyOd26FLg9DKBqVYaaEOXVSK4ZjMGxMh1w&oe=65D622FD&_nc_sid=bc0c2c
623,624,"Photo by @laurakmorton | An annual summer tradition, firemen’s carnivals can be found in small towns across the United States, where rural communities often rely on a volunteer firefighting force. They must fundraise to purchase firefighting equipment, and the carnivals are a major contributor. In 2021 I photographed the Walkersville Volunteer Fire Company carnival in Walkersville, Maryland, while working on a project about American celebrations. Carnival attendees walk through the midway right before a thunderstorm passed over. For more photographs of people and places, follow along @laurakmorton.",40244,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356126886_278934764812487_3819841225533455840_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=C0HTz4rzvGgAX9L5OFl&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAaTPnm0PqDtUWk2Kxy6IKi0j1up1lg2oThtp3XDsUwwA&oe=65D7D9C0&_nc_sid=bc0c2c
624,625,"Curly hair may have originally served as an evolutionary advantage for growing bigger human brains. A recent study—involving a mannequin wearing wigs in a wind tunnel—reveals how. Learn more at the link in bio.

Photograph by @beckythale, Nat Geo Image Collection",350771,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356253279_581939610779523_2735098924408446040_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=ljsb-8QkdTkAX8s2Az6&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC8FjHDLjLgrIUCQ01-EBKW0qoiyt0U_mPgBvdJ01ArLQ&oe=65D75D91&_nc_sid=bc0c2c
625,626,"Photo by @andrea_frazzetta | While working on a travel story, I arrived in Panama's San Blas Islands on a small biplane with a bunch of tourists. The plane lands on a tiny runway on an islet in the middle of the ocean. From there, small boats depart for other islets scattered throughout this enchanted archipelago off the coast of Panama that is administered by the Kuna people.

I spent a couple of days on one of these islets, staying in a hut, sleeping in a hammock, and eating fish. In the evenings, I would grab my tripod and make the five-minute walk around the island, looking for the best frame to capture the beauty of the blue hour. Sometimes life is sweet like that.
Follow @andrea_frazzetta for more images and stories.",149739,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356258033_646504437377543_2483781985476789215_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=aMTMafaMYB4AX9wS_tt&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDrBgw-BrIlehp49GJUCmsTuESG5GW6hOoROfjpShZbTA&oe=65D73289&_nc_sid=bc0c2c
626,627,"Photo by @amivitale | Philip, a Samburu guide, greets a reticulated giraffe in the Namunyak Wildlife Conservancy in northern Kenya. The community here has been deeply involved in preserving the diversity of its wildlife. The conservancy helps the Samburu combine their knowledge with modern science to more sustainably manage their rangeland. Across Africa, giraffe populations dropped nearly 40 percent over three decades, and the reticulated giraffe, one of the four species, numbers fewer than 16,000. While the decline is thought to be caused by habitat loss and poaching, including animals killed by snares, scientists are now pursuing major studies to understand why giraffes are disappearing and what can be done about it. It will take strong partnerships among local community members like Philip, scientists, and all of us. @sararafoundation @r.e.s.c.u.e",65973,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356409402_607077091565308_7146074709114727372_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=CoH2xyfXchIAX8nfBtU&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDWiDTKTwxbGKKj-r9mmFrz2X8weo9vqkF7Lnd8jQ0kMw&oe=65D70814&_nc_sid=bc0c2c
627,628,"40 years ago, Sally Ride became the first American woman in space. Throughout her life, she was known as a brilliant physicist, loyal crew member, and passionate science education advocate. When Ride died in 2012, her obituary revealed that she was a member of the LGBTQ community: having a 27-year partnership with Tam O’Shaughnessy. This revelation added another first to her lengthy list of historic accomplishments by being the first known queer astronaut.

See Ride’s boundary-breaking life in photos by Mackenzie Calle (@mackenzie.calle) at the link in bio.",37084,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356571572_2299505760234218_8143218571365137381_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=EcEDjr_NVfcAX_g4NDp&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDAdRNGstaQX56aKRIeeOsXr4MZDXp90kFiTXKItDa1gg&oe=65D7B577&_nc_sid=bc0c2c
628,629,"Photo by @javier_aznar_photography | An Ecuadorian hillstar (Oreotrochilus chimborazo) naps while perched on a Chuquiragua, one of the flowers they feed on. Each night this species of hummingbird enters a state of torpor, a kind of temporary hibernation in which its heart rate and vital functions dramatically slow to help it withstand the cold of the high Andes. Follow @javier_aznar_photography for more wildlife photos.",139668,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356423472_810338960619384_4615237645182455489_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=4nf6cAE2JD8AX_iF12k&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCrdQ1mbJAiNQeZMMxHspOIx0awGaqw5XFoer0hFL_SwA&oe=65D70C44&_nc_sid=bc0c2c
629,630,"Photo by Matthieu Paley @paleyphoto | Haider Ali is a Sufi pilgrim I encountered during our 200-kilometer walk across Pakistan’s Baluchistan Province. He bathes after a long day of trekking in extreme heat. All freshened up, we sit under a tree. Haider explains his mission: “My ultimate challenge is to kill off my desires. I must control my eyes, my mouth, and my ego. There is nothing without sacrifice.” Head over to National Geographic's YouTube channel to watch a short documentary, “Lahooti,” focusing on the journey of these pilgrims. For more insights into our world, follow along @paleyphoto.",104367,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356617050_666569741989756_5690142155503716253_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=m7ldKi9Z-ZUAX9ZBSER&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCwOhPRMjOkD4X9ytv4CokctME742PMjU9sTYcGq0J3hg&oe=65D7D9D9&_nc_sid=bc0c2c
630,631,"Photo by @paoloverzone | Wahib Anton, a conservator at the Egyptian Museum in Cairo, cleans the second of three nesting coffins that held Tutankhamun’s mummy. This second coffin was made of embellished gilded wood clad with inlaid vitreous paste and decorated with a rishi, or feathered, pattern. For more than a century, the Egyptian Museum has been renowned for its immense collection of ancient Egyptian artifacts, a staggering assemblage of more than 120,000 items. Some of those were held in storage, however. But with the opening of the new Grand Egyptian Museum nearby, many of those artifacts, including nearly all of the 5,000 objects discovered in King Tut’s tomb, will be on display for the first time, in two exhibition halls devoted entirely to Egypt’s most famous pharaohs. Read more about the new museum at the link in bio. Follow @paoloverzone for more images and stories.",81809,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/356784799_532423555640073_5333687680494206171_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=CZ-xBtRVdDQAX84cq9L&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBJImHaC0Wb8qFtogbaWafT9rbSUvStPUmJoFHBjaXM_Q&oe=65D6EBE6&_nc_sid=bc0c2c
631,632,"Photo by @jasperdoest | The killer whale (orca) is found in all the world's oceans, and although it's considered a single species, research by the National Oceanic and Atmospheric Administration in Antarctic waters has identified four distinct forms of killer whales, known as types A, B, C, and D. Through satellite tagging, NOAA will study the movements of the whales. Tissue samples are also being collected to compare dietary signals, contaminant loads, and genetic differences. A photo database will also help in identification and to estimate population sizes and residency patterns. This research is being conducted in collaboration with the National Geographic Society and Lindblad Expeditions. Follow @jasperdoest for more images of the wonders of nature. @insidenatgeo @noaafisheries",71144,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357444656_267068982577105_267436517419579234_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=zUE54ecHVDgAX_K0DU8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBqQ9m3CcgV69ktTM0RPoSudOPuFvyv1cxW3Z2_82fygA&oe=65D7D6C9&_nc_sid=bc0c2c
632,633,"Peru is currently experiencing one of the worst dengue outbreaks recorded with more than 170,000 Peruvians suffering from the mosquito-borne virus and more than 225 dead. The outbreak is driven in part by unusually wet conditions caused by the climate phenomenon known as El Niño. While scientists believe the impact of El Niño cycles are increasingly exacerbated by climate change, archaeological evidence shows the climate phenomenon has been severely affecting the region for more than a thousand years, with past societies battling its effects with practical on-the-ground engineering as well as spiritual appeals to the gods—appeals that have included acts of ritual child sacrifice unprecedented in world history. Read more at the link in bio.

Photograph by Robert Clark (@robertclarkphoto), Nat Geo Image Collection",122467,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357393157_3466737083566016_5543552024894458245_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=pYBvdkIS_KQAX-8x2ap&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCkpvreZEIZcjTQUp8ODS51P-lZ4AVewB-kQ1d2LAzHCg&oe=65D6C70E&_nc_sid=bc0c2c
633,634,"Photo by @BrianSkerry | A great white shark seems to be smiling as he swims with a school of jacks in the waters of South Australia.

The new National Geographic documentary film ""Return of the White Shark,"" produced by me, alongside Adam Geiger and Colette Beaudry (@sealightpictures), debuts this weekend. It focuses on the great white sharks around Cape Cod, Massachusetts, which in recent years has become a hub of white shark activity. The film explores shark behavior and the cutting-edge research being conducted to better understand these animals and increase public safety.

""Return of the White Shark"" premieres as part of Sharkfest on @disneyplus and @hulu on July 2 and National Geographic Channel (@natgeotv) on July 3 at 9 p.m. ET",250604,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357362017_225101697113490_6400810312813859166_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=sccYc-9vD-EAX-u6vWF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD50lPX6GAVCIl35dPuMoL5ebgN5puLeoWzrjjsK_1upw&oe=65D680EF&_nc_sid=bc0c2c
634,635,"Photo by Robbie Shone @shonephoto | On the upper flanks of Iceland's Fagradalsfjall volcano, the area in this lava tube had cooled enough so that it was possible for a team enter without the cumbersome protective suits and full breathing apparatus. However, the harmful toxic gases remained, and the researchers had to wear masks. Time was tight, and it was still a matter of urgency as temperatures rose to 50°C (120°F) in the deeper parts. Microbiologist Martina Cappelletti and speleologist Bogdan Onac take samples of microorganisms before sending them straight down to the base camp tent, just off the lava field, and analyzed. Their research goal is to find traces of microbial colonization within these new lava tube structures.",40502,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357398020_990795938742032_5645077996002190541_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ugydk6TWzVgAX8Bf3Hw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD94R1m8oavcSyEvCVQkfSC2mdD__ghE4t8ZdcS0CHrgg&oe=65D7C150&_nc_sid=bc0c2c
635,636,"Photo by @enricsala | Cocos Island National Park in Costa Rica is a shark haven. Hammerheads (seen here in 2009) aggregate by the thousands—divers can observe schools of 100 to 200 sharks. The park was vastly expanded by the Costa Rican government in 2021, providing a refuge not only for the shallow habitats around the island but also to seamount chains used in their annual migrations. Cocos and a few other protected islands in the eastern tropical Pacific function as stepping stones in the migration of sharks (and other endangered species). But their numbers have been declining steadily: outside of the few areas that are fully protected from fishing, sharks are being slaughtered. Industrial fishing targets sharks directly for the Asian shark fin market and indirectly as bycatch in tuna fisheries. And even small-scale fishers target juvenile hammerhead sharks, which are born in coastal mangroves. The future of sharks depends solely on us.

Enric Sala is Explorer in Residence at the National Geographic Society and founder of its Pristine Seas initiative. @insidenatgeo @natgeopristineseas",135196,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357455648_1280084789575515_9032106399289925210_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=qygDiVj7NfEAX8m1FAS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBroRRRGokuyH1S9Xck6xEQJCoe8izWhWGH-iGf2lRrfQ&oe=65D668BA&_nc_sid=bc0c2c
636,637,"Photo by @estherhorvath | In April I had the opportunity to visit the Eureka Weather Station, a small research base with eight staff on Ellesmere Island, in the Canadian territory of Nunavut. Eureka was founded in 1947 as the first official high Arctic weather station in Canada. Weather balloons, like the one seen here, are launched twice a day (11:15 a.m. and 11:15 p.m. GMT) to collect data such as wind speed and direction, temperature, pressure, and relative humidity up to an altitude of about 35 kilometers (20 mi). Follow me @estherhorvath for more polar science stories.",41142,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357370080_654065009958764_6248463206113083720_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=kfzlh7zTWy4AX9esxec&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDw0swNXd4rxkT6_HCedsY-aQByZLaY8t5mY7WA3VkBNA&oe=65D68BAC&_nc_sid=bc0c2c
637,638,"The gut microbiome is made up of all the microbiota that live in our intestinal tracts. These minuscule organisms help the body break down carbohydrates, proteins, and sugars into useful nutrients and process fiber in the colon. More complex relationships between gut microbiota and health exist too—for example, numerous studies have shown that the excess or lack of certain bacteria in the gut have a strong correlation to the onset of diabetes. There’s also a lot of emerging research on another complex element of the gut microbiome—its relationship to the brain, known as the “gut-brain axis.""

Knowing it's crucial to various aspects of our physical well-being, how do you maintain a healthy gut microbiome (or re-balance it after the stomach flu or a few too many slices of cake)? Experts recommend eating foods high in fiber, incorporating fermented foods, and keeping sugar intake low. Learn more about your gut and ways to keep it healthy at the link in bio.

Colorized micrograph by Martin Oeggerli, Nat Geo Image Collection",232275,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357647340_3732908293603280_6812115955916422379_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=cMtGIEZEjCYAX96F7GK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC2JkExsLXJOekcocqqJ3xGzZGC2unIGwm6x5X5PHj0kQ&oe=65D64247&_nc_sid=bc0c2c
638,639,"Photo by @nadiashiracohen | Approaching Chile's Glaciar de los Témpanos, we sailed past electric blue icebergs and dodged almost transparent bergy bits. Every few minutes a loud boom echoed in the cove as chunks of the magnificent mass of ice calved into the fjord. All but two of Patagonia's glaciers are rapidly retreating due to warming temperatures. It's estimated that in as little as two decades Témpanos may no longer exist— and the land beneath it may will surge upward, no longer burdened by the weight of the ice. To see more of my work and my trip around the world by sailboat, follow me @nadiashiracohen.",59884,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357440978_3440402109508656_3195690136179988890_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=lJTn7k0GD0QAX_IxPKa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC-dNRk-qrv9Gs44nGzWAiEFkUYuh7f9AqsdOtY9MWzxw&oe=65D65F1A&_nc_sid=bc0c2c
639,640,"Photo by @timlaman | A lesser bird-of-paradise male creates an explosion of plumes, as he gives a shake during his courtship display high in the rainforest canopy of West Papua, Indonesia.  Birds-of-paradise are perhaps the most iconic species of the rainforests of Papua, which are still more than 80 percent intact and of incredible global importance for their biodiversity and carbon storage. Follow @timlaman as I document the biodiversity of the world’s second biggest island.",66320,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357924321_233785032799205_5798650312049398706_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=qQgSjfDjhL8AX-5D3FH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDstXaSBeDL9mwbC6EUm55ZUvhzjXtqLVFq3jlbe43J7A&oe=65D6C580&_nc_sid=bc0c2c
640,641,"Photo by Muhammed Muheisen @mmuheisen | A pleasure cruise makes its way along one of Amsterdam’s canals in summer, shortly before the sun sets. The city’s famous canals go back to the Middle Ages, when they were built primarily for defense and water management; later, during the late 16th and 17th centuries, they played a major part in Amsterdam’s commercial growth and expansion. Reflecting a mercantile spirit, many of the buildings along the canals were designed for mixed use: at once a residence, storage unit, and place of business. For more photos and videos from different parts of the world, follow me @mmuheisen.",93534,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/358168290_222439980699678_3986004640340917188_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=sv9ef8q-j_kAX985sO9&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBv-JjagB4CwfPj7ispSmGJhL8myF-T4C020wmut66rkw&oe=65D7B345&_nc_sid=bc0c2c
641,642,"Photo by @beverlyjoubert | Almost within reach! Watching a cheetah pursue its prey across the plains of the Masai Mara in Kenya, you can clearly appreciate the design that makes this cat the champion of the high-speed chase: the long limbs, the sleek, lightweight build, the extreme maneuverability that allows it to dodge and weave as its prey makes a desperate escape. Yet no meal is ever guaranteed … and with so much energy expended on every hunt, each missed opportunity is a potentially costly setback.",73313,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/357518302_696270205595636_6250549340729797683_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mCDttaTk8uAAX_TnjBC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAJyqm8AZ5nzKO4VyKHcXJNkHj5lhKMdeodPy3n87Ycig&oe=65D6D43B&_nc_sid=bc0c2c
642,643,"Photo by @nicholesobecki | Maasai Teresia Mwae waits for tea to be made at her friend's home near the alkaline Lake Natron, Tanzania, said to be one of the most inhospitable places on Earth. The water's extremely high salt content is poisonous to most animals and birds; many calcify if they die in the lake. The water temperature can reach a scalding 140 deg F (60 deg C). Inside the friend's house we can laze comfortably, but at midday the lake shimmers along this sun-scorched border with Kenya. For Teresia and other Maasai, this place is just called home, and bomas like this one dot the other-worldly landscape. To learn more about the remarkable world we share, follow along @nicholesobecki.",43289,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/358182050_649041043783673_5684949674033553273_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=T6oH6rRy-JYAX9BxeqL&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCRwtXXS2c_kQCehun2gfoxRpsp8XZwZK0-UhPlHngjkQ&oe=65D65C7D&_nc_sid=bc0c2c
